,contextFold,contrafold,e2efold,ipknot,mxfold,mxfold2,rna-state-inf,rna-structure,rnafold,spot-rna,ufold
5J4C_1_2w,0.233,0.246,0.0,0.314,0.221,0.246,0.205,0.205,0.205,0.7,0.442
5J4C_1_2x,0.508,0.45,0.177,0.675,0.495,0.877,0.46,0.46,0.877,0.9,0.877
5J4C_1_2y,0.243,0.253,0.063,0.312,0.264,0.253,0.217,0.184,0.217,0.707,0.325
5J5B_1_CB,0.734,0.186,0.734,0.487,0.207,0.446,0.184,0.179,0.174,0.804,0.734
5J5B_1_DB,0.739,0.202,0.739,0.497,0.225,0.615,0.2,0.195,0.19,0.807,0.749
5J7L_1_CB,0.74,0.185,0.74,0.49,0.205,0.449,0.185,0.178,0.176,0.81,0.74
5J7L_1_DB,0.75,0.205,0.75,0.505,0.228,0.625,0.203,0.198,0.193,0.82,0.76
5J88_1_CB,0.745,0.189,0.745,0.494,0.211,0.453,0.186,0.182,0.177,0.817,0.745
5J88_1_DB,0.744,0.204,0.744,0.501,0.226,0.62,0.201,0.196,0.191,0.814,0.754
5J8A_1_CB,0.745,0.189,0.745,0.494,0.211,0.453,0.186,0.182,0.177,0.817,0.745
5J8A_1_DB,0.75,0.205,0.75,0.505,0.228,0.625,0.203,0.198,0.193,0.82,0.76
5J8B_1_B,0.753,0.596,0.733,0.645,0.566,0.744,0.545,0.198,0.578,0.803,0.733
5J8B_1_w,0.83,0.277,0.0,0.348,0.284,0.83,0.238,0.809,0.243,0.831,0.446
5J8B_1_x,0.499,0.441,0.389,0.662,0.486,0.861,0.451,0.451,0.861,0.904,0.861
5J8B_1_y,0.83,0.284,0.056,0.446,0.495,0.83,0.83,0.613,0.83,0.831,0.554
5J91_1_CB,0.734,0.186,0.734,0.487,0.207,0.446,0.184,0.179,0.174,0.804,0.734
5J91_1_DB,0.739,0.202,0.739,0.497,0.225,0.615,0.2,0.195,0.19,0.807,0.749
5JAJ_1_X-Y,0.905,0.953,0.213,0.905,0.905,0.905,0.905,0.853,0.905,0.953,0.905
5JB2_1_X-Y,0.882,0.882,0.333,0.882,0.882,0.882,0.882,0.882,0.882,0.943,0.882
5JB3_1_4,0.803,0.412,0.199,0.453,0.803,0.803,0.421,0.268,0.412,0.842,0.803
5JBG_1_X,0.837,0.949,0.424,0.894,0.894,0.894,0.894,0.894,0.894,0.949,0.949
5JBH_1_4,0.83,0.417,0.258,0.435,0.469,0.83,0.81,0.81,0.81,0.831,0.83
5JBJ_1_X-Y,0.791,0.866,0.204,0.791,0.791,0.791,0.791,0.791,0.791,0.829,0.866
5JC3_1_C-D,0.853,0.953,0.0,0.853,0.853,0.853,0.853,0.798,0.853,0.905,0.739
5JC3_1_X-Y,0.853,0.953,0.0,0.853,0.853,0.853,0.853,0.798,0.853,0.905,0.739
5JC7_1_X-Y,0.978,1.0,0.221,0.978,0.956,0.978,0.978,0.978,0.978,1.0,0.978
5JC9_1_CB,0.74,0.185,0.74,0.49,0.205,0.449,0.185,0.178,0.176,0.81,0.74
5JC9_1_DB,0.739,0.2,0.739,0.497,0.221,0.615,0.2,0.192,0.19,0.807,0.749
5JCF_1_C-D,0.853,0.953,0.0,0.853,0.853,0.853,0.853,0.798,0.853,0.905,0.739
5JCF_1_Y-X,0.905,0.953,0.302,0.905,0.905,0.905,0.905,0.853,0.905,0.953,0.953
5JCH_1_U-V,0.756,0.845,0.0,0.756,0.756,0.756,0.756,0.707,0.756,0.802,0.655
5JCH_1_X-Y,0.784,0.877,0.0,0.784,0.784,0.784,0.784,0.734,0.784,0.832,0.679
5JCS_1_y,0.242,0.255,0.0,0.315,0.357,0.409,0.315,0.343,0.223,0.43,0.337
5JCS_1_z,0.594,0.592,0.624,0.539,0.564,0.457,0.563,0.573,0.443,0.61,0.612
5JPQ_1_3,0.384,0.401,0.0,0.388,0.423,0.406,0.232,0.0,0.239,0.558,0.428
5JTE_1_AW,0.742,0.763,0.114,0.637,0.742,0.718,0.522,0.494,0.689,0.823,0.766
5JTE_1_AX,0.735,0.713,0.196,0.555,0.441,0.833,0.175,0.0,0.502,0.9,0.81
5JTE_1_AY,0.866,0.289,0.399,0.312,0.303,0.866,0.303,0.267,0.296,0.802,0.806
5JTE_1_BB,0.74,0.188,0.74,0.49,0.209,0.449,0.185,0.18,0.176,0.81,0.74
5JU8_1_AX,0.735,0.175,0.0,0.307,0.0,0.833,0.324,0.238,0.428,0.856,0.833
5JU8_1_AY,0.882,0.294,0.406,0.318,0.309,0.882,0.309,0.272,0.301,0.816,0.821
5JU8_1_BB,0.728,0.185,0.728,0.483,0.206,0.442,0.182,0.177,0.173,0.798,0.728
5JUO_1_D,0.694,0.7,0.761,0.586,0.591,0.545,0.657,0.645,0.525,0.756,0.773
5JUO_1_EC,0.686,0.708,0.0,0.7,0.686,0.716,0.724,0.373,0.577,0.703,0.652
5JUP_1_D,0.693,0.677,0.736,0.567,0.593,0.547,0.636,0.623,0.508,0.731,0.747
5JUP_1_EC,0.641,0.659,0.0,0.659,0.638,0.674,0.682,0.346,0.558,0.645,0.617
5JUS_1_D,0.688,0.694,0.755,0.581,0.594,0.547,0.66,0.648,0.527,0.75,0.766
5JUS_1_EC,0.668,0.687,0.0,0.687,0.665,0.703,0.711,0.426,0.581,0.681,0.628
5JUT_1_D,0.694,0.7,0.761,0.586,0.591,0.545,0.657,0.645,0.525,0.736,0.773
5JUT_1_EC,0.576,0.585,0.0,0.585,0.576,0.598,0.604,0.287,0.475,0.589,0.53
5JUU_1_D,0.72,0.682,0.742,0.571,0.607,0.558,0.649,0.637,0.518,0.737,0.753
5JUU_1_EC,0.65,0.693,0.0,0.663,0.643,0.678,0.663,0.345,0.546,0.68,0.598
5JVG_1_Y,0.574,0.698,0.686,0.677,0.379,0.729,0.557,0.413,0.636,0.729,0.707
5JVH_1_Y,0.6,0.724,0.713,0.703,0.382,0.754,0.583,0.439,0.662,0.765,0.734
5JXS_1_B-C,0.0,1.0,0.0,0.816,0.816,0.816,0.816,0.816,0.816,0.913,0.816
5K0Y_1_N,0.53,0.482,0.598,0.482,0.581,0.598,0.185,0.308,0.331,0.648,0.598
5K36_1_L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5K7C_1_A,0.463,0.308,0.0,0.623,0.323,0.433,0.295,0.255,0.308,0.645,0.677
5K7D_1_A,0.483,0.321,0.0,0.65,0.337,0.452,0.308,0.267,0.321,0.674,0.707
5K7E_1_A,0.454,0.302,0.0,0.61,0.316,0.424,0.289,0.25,0.302,0.632,0.663
5KCR_1_1B,0.756,0.207,0.756,0.509,0.23,0.63,0.204,0.199,0.194,0.826,0.766
5KCR_1_1x,0.845,0.383,0.828,0.575,0.793,0.845,0.351,0.39,0.345,0.878,0.845
5KCS_1_1B,0.761,0.196,0.761,0.52,0.218,0.627,0.196,0.17,0.186,0.819,0.773
5KH8_2_A,0.596,0.629,0.0,0.784,0.629,0.629,0.629,0.333,0.629,0.913,0.882
5KK5_1_B,0.645,0.589,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.546,0.0
5KL1_1_C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5KMZ_4_A,0.0,0.422,0.0,0.535,0.422,0.422,0.624,0.624,0.624,0.422,0.816
5KPS_1_29,0.75,0.203,0.75,0.505,0.225,0.689,0.203,0.178,0.193,0.82,0.76
5KPS_1_31,0.767,0.731,0.767,0.59,0.767,0.767,0.385,0.245,0.767,0.891,0.767
5KPS_1_32,0.767,0.385,0.767,0.551,0.767,0.767,0.748,0.767,0.767,0.841,0.804
5KPV_1_28,0.744,0.201,0.744,0.501,0.223,0.684,0.201,0.177,0.191,0.814,0.754
5KPV_1_30,0.753,0.411,0.753,0.497,0.528,0.754,0.771,0.35,0.754,0.854,0.788
5KPV_1_31,0.778,0.742,0.778,0.599,0.778,0.778,0.391,0.249,0.778,0.905,0.778
5KPV_1_32,0.767,0.385,0.767,0.551,0.767,0.767,0.748,0.767,0.767,0.857,0.804
5KPW_1_28,0.756,0.207,0.756,0.509,0.23,0.695,0.204,0.182,0.194,0.826,0.766
5KPW_1_30,0.734,0.431,0.734,0.514,0.514,0.735,0.751,0.341,0.735,0.832,0.768
5KPW_1_31,0.778,0.76,0.778,0.599,0.778,0.778,0.391,0.249,0.778,0.888,0.778
5KPW_1_32,0.778,0.391,0.778,0.559,0.778,0.778,0.742,0.778,0.778,0.905,0.835
5KPX_1_28,0.744,0.204,0.744,0.501,0.226,0.684,0.201,0.179,0.191,0.814,0.754
5KPX_1_30,0.764,0.476,0.764,0.567,0.535,0.782,0.782,0.373,0.782,0.85,0.799
5KPX_1_31,0.791,0.754,0.791,0.608,0.791,0.791,0.397,0.253,0.791,0.885,0.791
5KPX_1_32,0.698,0.369,0.698,0.528,0.698,0.698,0.666,0.698,0.698,0.759,0.754
5KPY_1_A,0.658,0.559,0.0,0.588,0.603,0.588,0.588,0.588,0.588,0.805,0.702
5KQE_11_A,0.778,0.859,0.105,0.859,0.859,0.859,0.859,0.82,0.859,0.897,0.966
5KRG_1_A-B,0.791,1.0,0.5,0.935,0.935,1.0,0.866,1.0,1.0,1.0,1.0
5KRG_1_C-D,0.791,1.0,0.5,0.935,0.935,1.0,0.866,1.0,1.0,1.0,1.0
5KTJ_1_A,0.408,0.408,0.083,0.492,0.387,0.0,0.272,0.272,0.17,0.577,0.369
5KTJ_1_C,0.417,0.417,0.085,0.503,0.396,0.0,0.278,0.278,0.181,0.59,0.377
5KVJ_1_A-B,0.901,1.0,0.189,0.935,0.935,0.935,0.935,0.935,0.935,0.968,1.0
5KX9_1_X-Y,0.592,0.55,0.0,0.472,0.532,0.665,0.41,0.386,0.507,0.708,0.644
5L00_1_A-B,0.791,1.0,0.5,0.935,0.935,1.0,0.866,1.0,1.0,1.0,1.0
5L00_1_C-D,0.791,1.0,0.5,0.935,0.935,1.0,0.866,1.0,1.0,1.0,1.0
5L1Z_1_N,0.707,0.707,0.0,0.707,0.707,0.632,0.707,0.707,0.707,0.722,0.0
5L2L_1_C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5L2L_1_D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5L2L_1_G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5L2L_1_H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5L3P_1_B,0.813,0.226,0.813,0.566,0.251,0.745,0.226,0.198,0.215,0.87,0.824
5L3P_1_x,0.477,0.443,0.614,0.504,0.78,0.845,0.454,0.454,0.443,0.846,0.845
5L3P_1_y,0.805,0.829,0.404,0.829,0.707,0.805,0.829,0.826,0.829,0.829,0.829
5L4O_1_A,0.498,0.455,0.496,0.511,0.77,0.831,0.465,0.435,0.455,0.834,0.81
5LI0_1_B,0.151,0.0,0.261,0.0,0.0,0.261,0.0,0.0,0.0,0.315,0.232
5LJ3_1_U,0.201,0.78,0.102,0.315,0.231,0.818,0.805,0.796,0.191,0.552,0.499
5LJ3_1_Z-V,0.735,0.752,0.043,0.743,0.537,0.695,0.586,0.685,0.717,0.732,0.684
5LJ5_1_U,0.201,0.78,0.102,0.315,0.231,0.818,0.805,0.796,0.191,0.552,0.499
5LJ5_1_Z-V,0.748,0.764,0.043,0.756,0.55,0.695,0.598,0.697,0.717,0.746,0.684
5LKS_1_L7,0.662,0.549,0.653,0.507,0.562,0.424,0.589,0.237,0.627,0.692,0.653
5LM7_1_G,0.612,0.913,0.0,0.913,0.816,0.913,0.913,0.913,0.913,0.913,0.913
5LM7_1_R,0.0,0.913,0.0,0.913,0.816,0.913,0.913,0.913,0.913,0.913,0.913
5LMQ_1_Z,0.472,0.405,0.441,0.656,0.73,0.791,0.415,0.415,0.791,0.791,0.791
5LMR_1_Z,0.479,0.403,0.448,0.651,0.723,0.803,0.412,0.412,0.784,0.807,0.784
5LMS_1_Z,0.487,0.41,0.456,0.662,0.735,0.816,0.419,0.419,0.797,0.799,0.797
5LMT_1_Z,0.513,0.432,0.48,0.698,0.775,0.861,0.441,0.441,0.84,0.843,0.84
5LMU_1_Z,0.523,0.45,0.49,0.728,0.81,0.877,0.46,0.46,0.877,0.9,0.877
5LMV_1_Z,0.513,0.441,0.48,0.714,0.795,0.861,0.451,0.451,0.861,0.883,0.861
5LQO_1_A-B,0.236,0.0,0.471,0.0,0.0,0.667,0.667,0.667,0.0,0.333,0.0
5LQT_1_A-B,0.378,0.0,0.189,0.0,0.535,0.378,0.378,0.756,0.378,0.0,0.0
5LQW_1_5,0.2,0.772,0.135,0.291,0.234,0.82,0.786,0.82,0.19,0.532,0.472
5LQW_1_6-2,0.669,0.754,0.0,0.701,0.665,0.568,0.568,0.675,0.568,0.669,0.684
5LR3_1_A-B,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5LR4_1_A-B,0.289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5LR4_1_C-D,0.289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5LR5_1_A-B,0.816,1.0,0.577,0.913,0.913,0.913,0.913,0.816,0.913,0.913,0.913
5LR5_1_C-D,0.816,1.0,0.577,0.913,0.913,0.913,0.913,0.816,0.913,0.913,0.913
5LSN_1_A,0.845,0.926,0.0,0.886,0.886,0.926,0.886,0.886,0.926,0.886,0.926
5LWJ_1_A,0.683,0.735,0.258,0.683,0.683,0.683,0.775,0.73,0.775,0.701,0.653
5LYB_1_3,0.666,0.65,0.707,0.545,0.57,0.525,0.611,0.338,0.488,0.703,0.718
5LYB_1_7,0.671,0.655,0.713,0.549,0.574,0.53,0.616,0.34,0.492,0.708,0.724
5LYS_1_A,0.62,0.67,0.0,0.67,0.708,0.837,0.67,0.837,0.837,0.753,0.817
5LYS_1_B,0.631,0.682,0.0,0.682,0.721,0.851,0.682,0.851,0.851,0.766,0.831
5LYU_1_A,0.61,0.659,0.0,0.677,0.697,0.823,0.659,0.823,0.823,0.618,0.824
5LYU_1_B,0.61,0.659,0.0,0.677,0.697,0.823,0.659,0.823,0.823,0.618,0.824
5LYV_1_A,0.6,0.649,0.0,0.649,0.686,0.81,0.649,0.81,0.81,0.729,0.791
5LYV_1_B,0.6,0.649,0.0,0.649,0.686,0.81,0.649,0.81,0.81,0.729,0.791
5LZA_1_B,0.781,0.214,0.781,0.526,0.238,0.66,0.211,0.188,0.201,0.854,0.792
5LZA_1_v,0.461,0.428,0.593,0.487,0.754,0.816,0.438,0.438,0.428,0.838,0.816
5LZB_1_B,0.744,0.204,0.744,0.501,0.226,0.62,0.201,0.179,0.191,0.814,0.754
5LZB_1_v,0.461,0.428,0.593,0.487,0.754,0.816,0.438,0.438,0.428,0.838,0.816
5LZB_1_x,0.0,0.527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,0.111
5LZB_1_y,0.641,0.231,0.158,0.354,0.732,0.616,0.199,0.496,0.199,0.796,0.626
5LZC_1_B,0.756,0.207,0.756,0.509,0.23,0.63,0.204,0.182,0.194,0.826,0.766
5LZC_1_v,0.503,0.467,0.593,0.531,0.754,0.816,0.478,0.478,0.467,0.838,0.816
5LZC_1_x,0.0,0.455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.572,0.095
5LZC_1_y,0.648,0.233,0.16,0.357,0.74,0.622,0.201,0.501,0.201,0.804,0.632
5LZD_1_B,0.768,0.21,0.768,0.517,0.234,0.64,0.208,0.185,0.198,0.84,0.779
5LZD_1_v,0.469,0.435,0.604,0.495,0.767,0.83,0.446,0.446,0.435,0.852,0.83
5LZD_1_x,0.0,0.589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.802,0.118
5LZD_1_y,0.701,0.252,0.173,0.387,0.816,0.673,0.217,0.542,0.217,0.87,0.701
5LZE_1_B,0.775,0.212,0.775,0.522,0.236,0.645,0.209,0.186,0.199,0.847,0.785
5LZF_1_B,0.756,0.207,0.756,0.509,0.23,0.63,0.204,0.182,0.194,0.826,0.766
5LZF_1_v,0.446,0.415,0.575,0.472,0.73,0.791,0.424,0.424,0.415,0.811,0.791
5LZF_1_y,0.693,0.222,0.171,0.355,0.806,0.665,0.215,0.535,0.215,0.873,0.708
5LZS_1_2,0.458,0.429,0.748,0.458,0.323,0.711,0.412,0.345,0.0,0.857,0.748
5LZS_1_3,0.823,0.599,0.823,0.575,0.783,0.823,0.599,0.353,0.503,0.916,0.823
5LZS_1_7,0.736,0.612,0.747,0.566,0.628,0.478,0.656,0.519,0.718,0.803,0.747
5LZS_1_ii,0.472,0.429,0.708,0.458,0.323,0.674,0.412,0.345,0.0,0.789,0.708
5LZT_1_2,0.426,0.411,0.717,0.439,0.31,0.682,0.395,0.331,0.0,0.822,0.717
5LZT_1_3,0.837,0.609,0.837,0.584,0.796,0.837,0.609,0.359,0.511,0.931,0.837
5LZT_1_7,0.73,0.607,0.741,0.562,0.623,0.474,0.651,0.275,0.712,0.797,0.741
5LZU_1_2,0.458,0.429,0.748,0.458,0.323,0.711,0.412,0.345,0.0,0.857,0.748
5LZU_1_3,0.837,0.609,0.837,0.584,0.796,0.837,0.609,0.359,0.511,0.931,0.837
5LZU_1_7,0.724,0.603,0.735,0.557,0.618,0.47,0.646,0.273,0.706,0.79,0.735
5LZV_1_2,0.426,0.411,0.717,0.439,0.31,0.682,0.395,0.331,0.0,0.822,0.717
5LZV_1_3,0.81,0.59,0.81,0.566,0.771,0.81,0.59,0.347,0.495,0.901,0.81
5LZV_1_7,0.73,0.607,0.741,0.562,0.623,0.474,0.651,0.275,0.712,0.786,0.741
5LZW_1_2,0.426,0.411,0.717,0.439,0.31,0.682,0.395,0.331,0.0,0.822,0.717
5LZW_1_3,0.837,0.609,0.837,0.584,0.796,0.837,0.609,0.359,0.511,0.931,0.837
5LZW_1_7,0.73,0.607,0.741,0.562,0.623,0.474,0.651,0.275,0.712,0.797,0.741
5LZX_1_2,0.426,0.411,0.717,0.439,0.31,0.682,0.395,0.331,0.0,0.822,0.717
5LZX_1_3,0.823,0.599,0.823,0.575,0.783,0.823,0.599,0.353,0.503,0.916,0.823
5LZX_1_7,0.736,0.612,0.747,0.566,0.628,0.478,0.656,0.277,0.718,0.803,0.747
5LZY_1_2,0.81,0.59,0.81,0.566,0.771,0.81,0.59,0.339,0.495,0.901,0.81
5LZY_1_3,0.851,0.62,0.851,0.594,0.809,0.851,0.62,0.365,0.52,0.91,0.851
5LZY_1_7,0.724,0.603,0.735,0.557,0.618,0.47,0.646,0.273,0.706,0.79,0.735
5LZZ_1_2,0.432,0.417,0.726,0.445,0.314,0.691,0.4,0.335,0.0,0.833,0.726
5LZZ_1_3,0.823,0.599,0.823,0.575,0.783,0.823,0.599,0.353,0.503,0.916,0.823
5LZZ_1_7,0.724,0.603,0.735,0.557,0.618,0.47,0.646,0.273,0.706,0.79,0.735
5M0H_1_A,0.795,0.889,0.087,0.827,0.688,0.889,0.889,0.858,0.889,0.86,0.89
5M0I_1_E,0.707,0.866,0.354,0.866,0.802,0.802,0.802,0.0,0.802,1.0,0.802
5M0I_1_F,0.707,0.866,0.354,0.866,0.802,0.802,0.802,0.0,0.802,1.0,0.802
5M0J_1_E,0.707,0.866,0.354,0.866,0.802,0.802,0.802,0.0,0.802,1.0,0.802
5M0J_1_F,0.707,0.866,0.354,0.866,0.802,0.802,0.802,0.0,0.802,1.0,0.802
5M1J_1_34,0.676,0.682,0.742,0.571,0.576,0.531,0.641,0.354,0.512,0.737,0.753
5M1J_1_A3,0.361,0.485,0.067,0.424,0.374,0.801,0.35,0.184,0.35,0.62,0.413
5M3H_1_V-R,0.745,0.589,0.0,0.63,0.68,0.745,0.68,0.68,0.589,0.556,0.589
5M3J_1_V-R,0.707,0.707,0.0,0.707,0.612,0.0,0.0,0.632,0.0,0.267,0.632
5M73_1_A,0.803,0.621,0.087,0.586,0.578,0.766,0.634,0.232,0.558,0.384,0.687
5M73_1_E,0.808,0.643,0.088,0.613,0.582,0.772,0.639,0.236,0.586,0.387,0.692
5MC6_1_BR,0.66,0.686,0.724,0.558,0.562,0.538,0.646,0.346,0.519,0.719,0.735
5MC6_1_m,0.782,0.4,0.782,0.533,0.688,0.764,0.367,0.574,0.612,0.8,0.782
5MC6_1_n,0.798,0.779,0.798,0.679,0.479,0.798,0.467,0.0,0.557,0.819,0.798
5MDV_1_3,0.756,0.207,0.756,0.509,0.23,0.63,0.204,0.199,0.194,0.826,0.766
5MDV_1_5,0.845,0.443,0.12,0.66,0.845,0.845,0.845,0.845,0.845,0.866,0.757
5MDW_1_3,0.756,0.207,0.756,0.509,0.23,0.63,0.204,0.199,0.194,0.826,0.766
5MDW_1_5,0.845,0.443,0.12,0.66,0.845,0.845,0.845,0.845,0.845,0.866,0.757
5MDY_1_3,0.768,0.21,0.768,0.517,0.234,0.64,0.208,0.202,0.198,0.84,0.779
5MDY_1_5,0.845,0.443,0.12,0.66,0.845,0.845,0.845,0.845,0.845,0.866,0.757
5MDZ_1_3,0.762,0.209,0.762,0.513,0.232,0.635,0.206,0.201,0.196,0.833,0.773
5MDZ_1_5,0.845,0.443,0.12,0.66,0.845,0.845,0.845,0.845,0.845,0.866,0.757
5ME0_1_X,0.383,0.356,0.557,0.405,0.682,0.747,0.365,0.365,0.356,0.752,0.747
5ME1_1_X,0.383,0.356,0.557,0.405,0.682,0.747,0.365,0.365,0.356,0.752,0.747
5MEI_1_3,0.666,0.65,0.707,0.545,0.57,0.525,0.611,0.338,0.488,0.703,0.718
5MEI_1_AS,0.661,0.665,0.702,0.541,0.566,0.541,0.626,0.335,0.503,0.697,0.713
5MGA_1_B,0.707,0.645,0.0,0.707,0.0,0.0,0.0,0.0,0.0,0.645,0.0
5MGP_1_B,0.75,0.203,0.75,0.505,0.225,0.689,0.203,0.178,0.193,0.82,0.76
5MGP_1_x,0.775,0.744,0.775,0.759,0.793,0.775,0.725,0.207,0.431,0.845,0.775
5ML7_1_A,0.624,0.624,0.037,0.647,0.629,0.624,0.624,0.624,0.624,0.674,0.704
5ML7_1_B,0.596,0.596,0.036,0.617,0.6,0.596,0.596,0.596,0.596,0.643,0.672
5MLC_1_B,0.598,0.59,0.67,0.552,0.535,0.535,0.528,0.338,0.528,0.659,0.682
5MLC_1_C,0.615,0.769,0.048,0.769,0.664,0.769,0.752,0.628,0.769,0.253,0.416
5MMI_1_B,0.69,0.669,0.585,0.634,0.621,0.605,0.613,0.429,0.613,0.726,0.746
5MMI_1_W,0.599,0.688,0.0,0.636,0.632,0.658,0.716,0.15,0.658,0.22,0.396
5MMM_1_B,0.696,0.674,0.59,0.639,0.626,0.61,0.618,0.433,0.618,0.732,0.752
5MMM_1_W,0.599,0.688,0.0,0.636,0.632,0.658,0.716,0.15,0.658,0.22,0.396
5MMM_1_z,0.798,0.444,0.798,0.536,0.559,0.816,0.816,0.371,0.816,0.921,0.835
5MPS_1_5,0.196,0.762,0.099,0.303,0.225,0.817,0.774,0.777,0.186,0.537,0.486
5MPS_1_6,0.614,0.669,0.0,0.63,0.381,0.405,0.63,0.392,0.614,0.49,0.669
5MQ0_1_2-6,0.604,0.677,0.039,0.624,0.537,0.536,0.577,0.779,0.62,0.688,0.62
5MQ0_1_5,0.196,0.762,0.099,0.303,0.225,0.817,0.774,0.777,0.186,0.537,0.486
5MQF_1_2-6,0.469,0.391,0.025,0.361,0.495,0.425,0.602,0.447,0.646,0.445,0.501
5MQF_1_5,0.607,0.896,0.0,0.828,0.895,0.896,0.896,0.789,0.896,0.895,0.941
5MRC_1_bb,0.582,0.582,0.68,0.553,0.698,0.68,0.359,0.31,0.34,0.744,0.68
5MRE_1_bb,0.543,0.543,0.643,0.516,0.659,0.643,0.319,0.271,0.302,0.725,0.643
5MRF_1_bb,0.599,0.599,0.701,0.57,0.719,0.701,0.369,0.319,0.35,0.782,0.701
5MRX_1_A,0.456,0.533,0.0,0.456,0.533,0.533,0.57,0.456,0.533,0.533,0.533
5MS0_1_R,0.707,0.913,0.0,0.913,0.816,0.913,0.913,0.913,0.913,0.913,0.913
5MSF_1_R,0.655,0.845,0.0,0.845,0.378,0.845,0.845,0.756,0.845,0.845,0.535
5MSF_1_S,0.632,0.775,0.0,0.894,0.258,0.447,0.894,0.632,0.894,0.775,0.0
5MSG_1_V-R,0.667,0.444,0.192,0.471,0.544,0.0,0.0,0.544,0.0,0.667,0.667
5MYJ_1_BB,0.642,0.354,0.595,0.293,0.327,0.457,0.332,0.507,0.317,0.74,0.635
5N5C_4_A,0.926,1.0,0.378,0.926,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5N8L_1_B-C,0.946,0.973,0.205,0.973,0.946,0.946,0.946,0.946,0.973,1.0,1.0
5N8M_1_B-C,0.946,0.973,0.205,0.973,0.946,0.946,0.946,0.946,0.973,1.0,1.0
5NCO_1_B,0.762,0.209,0.762,0.513,0.232,0.635,0.206,0.201,0.196,0.823,0.762
5ND8_1_B,0.156,0.0,0.269,0.0,0.0,0.264,0.0,0.0,0.0,0.321,0.24
5ND9_1_B,0.152,0.0,0.263,0.0,0.0,0.258,0.0,0.0,0.0,0.318,0.234
5NDG_1_3,0.665,0.691,0.73,0.562,0.566,0.542,0.651,0.348,0.523,0.725,0.741
5NDG_1_7,0.687,0.671,0.73,0.562,0.588,0.542,0.63,0.348,0.504,0.725,0.741
5NDH_1_A,0.0,0.0,0.0,0.0,0.0,0.224,0.0,0.894,0.0,0.0,0.0
5NDH_1_B,0.0,0.0,0.0,0.0,0.0,0.224,0.0,0.894,0.0,0.0,0.0
5NDH_1_C,0.0,0.0,0.0,0.0,0.0,0.224,0.0,0.894,0.0,0.0,0.0
5NDH_1_D,0.0,0.0,0.0,0.0,0.0,0.224,0.0,0.894,0.0,0.0,0.0
5NDI_1_A,0.632,0.632,0.0,0.707,0.866,0.935,0.707,0.707,0.707,0.535,0.577
5NDI_1_B,0.632,0.632,0.0,0.707,0.866,0.935,0.707,0.707,0.707,0.535,0.577
5NDI_1_C,0.676,0.676,0.0,0.756,0.926,1.0,0.756,0.756,0.756,0.571,0.617
5NDI_1_D,0.676,0.676,0.0,0.756,0.926,1.0,0.756,0.756,0.756,0.571,0.617
5NDJ_1_16,0.739,0.582,0.619,0.631,0.549,0.73,0.528,0.135,0.563,0.817,0.729
5NDJ_1_1J,0.726,0.575,0.593,0.622,0.546,0.718,0.525,0.147,0.557,0.782,0.717
5NDJ_1_V1,0.743,0.414,0.743,0.5,0.521,0.744,0.761,0.346,0.744,0.795,0.744
5NDJ_1_V4,0.764,0.442,0.764,0.533,0.535,0.782,0.782,0.364,0.782,0.738,0.73
5NDJ_1_W1,0.734,0.424,0.734,0.505,0.514,0.735,0.751,0.334,0.735,0.847,0.768
5NDJ_1_W4,0.786,0.429,0.786,0.519,0.551,0.787,0.804,0.358,0.787,0.907,0.822
5NDJ_1_X1,0.764,0.417,0.764,0.504,0.535,0.765,0.782,0.348,0.765,0.882,0.799
5NDJ_1_X4,0.775,0.431,0.775,0.52,0.543,0.793,0.793,0.36,0.793,0.894,0.811
5NDK_1_16,0.728,0.573,0.61,0.622,0.541,0.72,0.52,0.133,0.555,0.805,0.718
5NDK_1_1J,0.742,0.587,0.605,0.635,0.557,0.733,0.537,0.15,0.569,0.799,0.732
5NDK_1_V1,0.753,0.411,0.753,0.497,0.528,0.754,0.771,0.35,0.754,0.806,0.788
5NDK_1_V4,0.798,0.453,0.798,0.546,0.559,0.816,0.816,0.371,0.816,0.804,0.799
5NDK_1_W1,0.764,0.409,0.764,0.495,0.535,0.765,0.782,0.348,0.765,0.882,0.799
5NDK_1_W4,0.798,0.444,0.798,0.536,0.559,0.816,0.816,0.371,0.816,0.921,0.835
